Series Name,Series Code,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Luxembourg,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Madagascar,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Malawi,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Malaysia,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.872346863,4.679702399,5.2,5.188460337,5.943308646,4.880914869,4.653454944,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Mali,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Malta,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Mauritania,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Mauritius,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Mexico,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Morocco,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Nepal,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Netherlands,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.532433807,8.86191389,8.57,8.259820997,8.77233457,8.12027681,8.197916299,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,New Zealand,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.99090803,9.518795779,9.27,8.909708666,8.324958971,8.559806669,9.176556766,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Nicaragua,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Niger,NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Nigeria,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06926121,18.29974651,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Norway,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.07547913,11.10905456,10.57,7.623706873,8.77765751,8.199429525,6.220313162,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Oman,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.646709806,3.86778675,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Pakistan,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.870264259,12.06899509,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Panama,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Papua New Guinea,PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Paraguay,PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Peru,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Philippines,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Portugal,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65110187,7.90245384,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.050262538,5.325391387,6.33,5.005023533,5.986359745,4.94148792,5.26468344,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.675301859,2.424637091,2.43,1.83133466,1.922168371,1.706256941,2.131365612,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Rwanda,RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.042210969,6.225005537,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Saudi Arabia,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.127517422,4.245234147,4.05,3.847784339,4.133644022,4.594200283,5.10439,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Senegal,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.209946237,6.355913978,6.34,4.802867384,4.802867384,4.802867384,4.06075269,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Seychelles,SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Sierra Leone,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Singapore,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62924553,4.797700312,4.91,4.383144184,5.937272219,4.441402591,4.548006132,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,South Africa,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7313884,20.55965974,19.29,19.53629291,15.1903602,16.95078204,16.57057405,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Spain,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.628569414,7.273849012,6.87,5.385543346,6.064606212,6.443263923,5.634815618,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Sri Lanka,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Suriname,SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Sweden,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89653916,9.592436999,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Switzerland,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.65352137,11.10640963,14.51,15.29942005,15.37550924,12.91477572,9.8889485,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Syrian Arab Republic,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3134729,20.66374615,20.47,17.56748758,16.16118205,15.85605097,14.40221816,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Thailand,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.65146454,16.91034287,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Togo,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Tonga,TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Trinidad and Tobago,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Tunisia,TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Turkey,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.37941102,10.40886715,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,United Arab Emirates,ARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.896516933,4.057743196,3.89,3.138063871,3.154989044,3.566219058,4.321154207,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.725893181,7.883778164,8.4,7.561533058,7.408124063,7.348944359,7.009450346,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,United States,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.931643284,6.8,6.42,5.917546679,6.044552755,6.09325716,5.705477297,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Uruguay,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,"Venezuela, RB",VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Zambia,ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Zimbabwe,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Arab World,ARB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
