Series Name,Series Code,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Caribbean small states,CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Early-demographic dividend,EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,East Asia & Pacific (excluding high income),EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Euro area,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,European Union,EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,High income,HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,IBRD only,IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,IDA & IBRD total,IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,IDA blend,IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,IDA only,IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,IDA total,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Late-demographic dividend,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Latin America & Caribbean (excluding high income),LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Low & middle income,LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Lower middle income,LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Middle East & North Africa (excluding high income),MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Middle income,MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,North America,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,OECD members,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Other small states,OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Post-demographic dividend,PST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Pre-demographic dividend,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Small states,SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,South Asia,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,South Asia (IDA & IBRD),TSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Sub-Saharan Africa (excluding high income),SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,Upper middle income,UMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,World,WLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Afghanistan,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.523166172,9.878695652,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Albania,ALB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.879970324,7.366493633,8.49,8.114390741,7.895235346,8.384892465,8.3834,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Algeria,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.08476311,12.99285506,13.06,10.11584721,11.8878933,8.098256349,8.255454545,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Andorra,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Angola,AGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.88318579,20.33901663,18.59,19.55328118,16.59170215,16.48609286,18.70428571,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Antigua and Barbuda,ATG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Argentina,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Armenia,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.831746032,1.718518519,1.75,1.28849229,1.479317073,3.242005866,3.9675,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Aruba,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Australia,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Austria,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.343209877,2.087301587,1.78,1.491750746,1.12775842,1.341174345,1.04,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,"Bahamas, The",BHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Bahrain,BHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Bangladesh,BGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.972120294,4.359810655,4.78,4.494396008,4.164166854,4.123935394,4.421880342,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Barbados,BRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.403968254,2.232539683,2.1,1.622572816,1.362256098,1.389237805,1.337142857,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Belgium,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Belize,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Benin,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06926121,18.3,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Bolivia,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.51758389,5.545777304,3.88,2.914906339,7.109982477,5.526707678,4.095263158,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92933837,10.41719906,12.35,8.271210533,7.28069695,9.269901538,6.497647059,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Botswana,BWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.57251264,22.69164048,18.31,22.1434923,19.71306537,19.23098308,19.14625,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Brazil,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.41871797,12.99323154,11.94,7.658889312,7.00663445,6.810878369,6.329666667,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.096905956,9.744391542,12.04,10.76240916,9.164855117,8.868583098,8.177142857,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Burkina Faso,BFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Burundi,BDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.499669948,9.871830708,11.16,10.07351852,10.69202381,9.076579844,10.15076923,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56349966,15.06454545,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Cameroon,CMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.446428571,4.404444444,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Canada,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Central African Republic,CAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Chad,TCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Chile,CHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,China,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.92306123,12.01151389,11.99,10.48884253,10.17998479,10.24066005,9.998315789,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Colombia,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.691249482,6.651024705,5.58,4.56208682,6.180347158,7.113748114,5.355428571,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Comoros,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.936949412,4.788888889,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,"Congo, Dem. Rep.",COD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.849808448,7.814167463,10.57,8.864285714,6.047619048,8.223010148,8.675,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,"Congo, Rep.",COG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Costa Rica,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.610940427,5.71375,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Cote d'Ivoire,CIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0289916,11.95436508,10.95,11.22619048,6.047619048,5.744047619,5.52,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.62964235,11.1354252,5.65,4.976444867,4.107045724,5.55218618,6.257916667,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.166666667,11,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Cyprus,CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Denmark,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Dominica,DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Dominican Republic,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.777934469,7.567353631,6.47,6.007463241,6.4116911,6.517889077,6.829512195,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Ecuador,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.599934371,4.6247151,4.52,4.343836811,4.335585342,4.003807941,4.021777778,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,"Egypt, Arab Rep.",EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.152018782,4.28066211,3.85,4.462883424,5.668160083,4.965863812,5.295061728,,
