countrycode,percentile,headcount,share_income,welfare,cumm_income
COL,1,0.003119159,4.985396620659504e-5,0.00298644602599611,< 20%
COL,2,0.01014916,7.109632374203153e-4,0.7419588408078304,< 20%
COL,3,0.02000306,0.0010500422373944532,1.2158969657313226,< 20%
COL,4,0.03006841,0.0012710887168067796,1.5841595407120612,< 20%
COL,5,0.04026667,0.0014461131849569531,1.8717801465785766,< 20%
COL,6,0.05001931,0.0015873833845398881,2.09933210042905,< 20%
COL,7,0.06023028,0.0017375161135221914,2.322489559560781,< 20%
COL,8,0.07042527,0.0018883377955748477,2.5335470720003843,< 20%
COL,9,0.08042995,0.0020026272543559338,2.7098956353355157,< 20%
COL,10,0.09032044,0.0021251072739837795,2.878970363055337,< 20%
COL,11,0.1000492,0.0022381117712309082,3.0466112086271906,< 20%
COL,12,0.110974,0.00236587806172164,3.2174590452260987,< 20%
COL,13,0.1208649,0.0024580253366209143,3.366339853871348,< 20%
COL,14,0.1318154,0.0025623565378651465,3.5148811711589443,< 20%
COL,15,0.1406782,0.0026458716209475444,3.6406536796536773,< 20%
COL,16,0.1505481,0.0027417008703287185,3.765634966915823,< 20%
COL,17,0.1605213,0.0028565259121860233,3.916361796453373,< 20%
COL,18,0.1700349,0.002965266879970431,4.066030055238296,< 20%
COL,19,0.1806193,0.003046920303087043,4.1900324285681085,< 20%
COL,20,0.191147,0.0031330388895702208,4.315708990344199,< 20%
COL,21,0.2016231,0.0032364239997855065,4.466011770273601,< 20%
COL,22,0.210097,0.0033289172714046564,4.591079701800541,< 20%
COL,23,0.2206083,0.0034466217932952667,4.741118448564125,< 20%
COL,24,0.2313657,0.003545765626156404,4.889592362863966,< 20%
COL,25,0.2418118,0.0036251678400214676,5.01569991524993,< 20%
COL,26,0.2509908,0.0037165574307367125,5.140965977822533,< 20%
COL,27,0.2603258,0.00381130203447317,5.266083483433989,< 20%
COL,28,0.2702467,0.0039052174930577777,5.391138060662189,< 20%
COL,29,0.2813806,0.0040132475483072305,5.541834226704538,< 20%
COL,30,0.2904658,0.004093372496628639,5.665854630687247,< 20%
COL,31,0.3012838,0.0042104056978043425,5.8147278523903685,< 20%
COL,32,0.3100369,0.004293368085959176,5.941072031310436,< 20%
COL,33,0.3227836,0.004449654667837963,6.128652516116818,< 20%
COL,34,0.3305269,0.004495672055102609,6.227824402100422,< 20%
COL,35,0.3415814,0.00461875878591983,6.377124221857039,< 20%
COL,36,0.3526129,0.004714882198301962,6.528153328266156,< 20%
COL,37,0.3627224,0.004814155375313753,6.678349023566223,< 20%
COL,38,0.3722197,0.004924340373364242,6.826227745674426,< 20%
COL,39,0.3822247,0.005035936361957399,6.979037984421878,< 20%
COL,40,0.3915997,0.005148236706521009,7.129736132218987,< 20%
COL,41,0.4012665,0.005256794514945956,7.276934428525727,< 20%
COL,42,0.410813,0.005374283905569099,7.430569922912552,< 20%
COL,43,0.4223762,0.005515973296363996,7.62662825163279,< 20%
COL,44,0.4309633,0.005615410577370666,7.777550230305062,< 20%
COL,45,0.442311,0.0057703721077306536,7.976869644762232,< 20%
COL,46,0.4501805,0.005868281295942912,8.12845319964535,< 20%
COL,47,0.4626444,0.00602264518484133,8.326764001074768,< 20%
COL,48,0.4713478,0.006111150695875589,8.48176764369524,< 20%
COL,49,0.4802239,0.006232117165548695,8.62685692503593,< 20%
COL,50,0.4908855,0.00638947842083934,8.827806379608258,< 20%
COL,51,0.500804,0.0065333147234815925,9.0005997683263,< 20%
COL,52,0.510637,0.006675173266937812,9.20308192201656,< 20%
COL,53,0.5207807,0.006817903107441764,9.40345513535354,< 40%
COL,54,0.5310495,0.006961453155171077,9.607367542026854,< 40%
COL,55,0.540867,0.007100848977063756,9.804178943374438,< 40%
COL,56,0.5505119,0.007248484931683646,10.002741991950412,< 40%
COL,57,0.563753,0.007470184879673186,10.306569008729094,< 40%
COL,58,0.5734145,0.007561803954844598,10.503740185617303,< 40%
COL,59,0.5826458,0.0077182836329304505,10.705140628425289,< 40%
COL,60,0.5913,0.007875306488680567,10.904362353288624,< 40%
COL,61,0.6034189,0.008097477612810877,11.203317765119865,< 40%
COL,62,0.6110893,0.008224644539396031,11.400924471363881,< 40%
COL,63,0.6226954,0.008466619937365083,11.702367571314902,< 40%
COL,64,0.6301473,0.008597133677079483,11.904601897787911,< 40%
COL,65,0.6410591,0.00885483989624325,12.20394396254817,< 40%
COL,66,0.652206,0.009043567062059388,12.502594873510947,< 40%
COL,67,0.6627933,0.009240741473444836,12.80353911169718,< 40%
COL,68,0.6702873,0.009379291668354162,13.002531770986643,< 40%
COL,69,0.6853083,0.009758792571118446,13.456303225823953,< 40%
COL,70,0.6911864,0.009857770517349929,13.656017476055018,< 40%
COL,71,0.7021513,0.010205308286710901,14.051267101540232,< 40%
COL,72,0.7131241,0.010469201782675464,14.460589651408592,< 40%
COL,73,0.7237499,0.010737666952264191,14.855457586630793,< 40%
COL,74,0.7341878,0.01100600194475232,15.250461205765609,< 40%
COL,75,0.7436505,0.011291078247374797,15.647813253414395,< 40%
COL,76,0.7524005,0.011604894555554801,16.05145236499452,< 60%
COL,77,0.7610149,0.011922729865771198,16.45046003809617,< 60%
COL,78,0.7772843,0.012444404084774652,17.147146955106297,< 60%
COL,79,0.7846008,0.012657908377339266,17.541541320577178,< 60%
COL,80,0.7917118,0.013029116061498813,17.952212744339633,< 60%
COL,81,0.8050581,0.01363764605183293,18.749809634057033,< 60%
COL,82,0.8112701,0.013889217100363338,19.15770432147457,< 60%
COL,83,0.822842,0.014566834553941088,19.942012501888808,< 60%
COL,84,0.8337921,0.015079707839722456,20.749238294158072,< 60%
COL,85,0.8441274,0.01560981019199259,21.544296627239667,< 60%
COL,86,0.85267250000000006,0.01621131274318266,22.355770163822214,< 60%
COL,87,0.8604935,0.01689263457148682,22.958693326812327,< 60%
COL,88,0.8751463,0.018066460131096584,24.54449581073104,< 60%
COL,89,0.8814739,0.01850151511434528,25.342315141127035,< 80%
COL,90,0.8928331,0.019866901575868123,26.958341593430276,< 80%
COL,91,0.902781,0.020923059473212824,28.5374715671812,< 80%
COL,92,0.9152396,0.022570174581628133,30.549360888894096,< 80%
COL,93,0.9222108,0.02369427947433478,32.13657225126199,< 80%
COL,94,0.9336892,0.02622250747989474,35.2962457798373,< 80%
COL,95,0.9463003,0.029207134870284368,39.33720424524023,< 80%
COL,96,0.9531127,0.03160595098845109,42.503247773177065,< 80%
COL,97,0.9630595,0.03690968063275901,48.91433658021555,< 100%
COL,98,0.9706198,0.0420324903414111,53.518795789056135,< 100%
COL,99,0.9801442,0.053747069458557784,66.36393867786087,< 100%
COL,100,0.9939021,0.09144642623852028,106.34264118630713,< 100%
CRI,1,0.001658676,3.6317515260975324e-5,0,< 20%
CRI,2,0.01011255,0.0010673475203074867,1.6124367349244404,< 20%
CRI,3,0.02017041,0.0011463304153455926,2.2836406105781815,< 20%
CRI,4,0.0310586,0.0014122439369793904,2.9167348810728626,< 20%
CRI,5,0.04015447,0.001567208322894094,3.3694257448446345,< 20%
CRI,6,0.05031531,0.0017295206238099829,3.766847793295746,< 20%
CRI,7,0.06000769,0.0018268797705039324,4.0389400918702565,< 20%
CRI,8,0.07012385,0.0019703011851917446,4.360190732456726,< 20%
CRI,9,0.08013762,0.0021007565115770815,4.668225840141057,< 20%
CRI,10,0.09060383,0.002232947166294819,4.967005126711269,< 20%
CRI,11,0.1005563,0.0023570628893321757,5.261320310589456,< 20%
CRI,12,0.111922,0.0024824889702207524,5.549594127876761,< 20%
CRI,13,0.1213384,0.002590704694961355,5.822477861494597,< 20%
CRI,14,0.1303848,0.00268427397547644,6.069056356200164,< 20%
CRI,15,0.1414461,0.0028060258386492683,6.329434694322742,< 20%
CRI,16,0.1516092,0.0029121501069641724,6.579466978086652,< 20%
CRI,17,0.1615781,0.0030219821780987748,6.825853936428408,< 20%
CRI,18,0.1713488,0.003129209720614888,7.071786357571772,< 20%
CRI,19,0.1814118,0.003236568271432025,7.326563310685648,< 20%
CRI,20,0.1900952,0.003328313528680578,7.530664196210221,< 20%
CRI,21,0.2014252,0.0034710045952548105,7.826483958442453,< 20%
CRI,22,0.2100021,0.0035421748754993626,8.032106422254852,< 20%
CRI,23,0.2209271,0.003698698346185532,8.335543834525772,< 20%
CRI,24,0.2305325,0.003760764242740293,8.533487469715466,< 20%
CRI,25,0.2407751,0.0038518580953737086,8.732790008234433,< 20%
CRI,26,0.251456,0.003959694359054418,8.975665722032229,< 20%
CRI,27,0.2610305,0.004012644182986205,9.125344470000208,< 20%
CRI,28,0.2712188,0.004106577415057086,9.329093102450951,< 20%
CRI,29,0.2818828,0.004218803724220746,9.549935610741837,< 20%
CRI,30,0.2950139,0.004341852573246749,9.85674818668367,< 20%
CRI,31,0.3000974,0.004364416362925061,9.946276216189716,< 20%
CRI,32,0.3110885,0.0044733868216559475,10.179075475826394,< 20%
CRI,33,0.3203443,0.004569993788362245,10.353881688610102,< 20%
CRI,34,0.3345294,0.004699877826317464,10.654120759833434,< 20%
CRI,35,0.341433,0.00476159849257099,10.849301432974904,< 20%
CRI,36,0.3506371,0.004866907263415071,11.05609337791466,< 20%
CRI,37,0.3644154,0.005001285980708425,11.352973083374536,< 20%
CRI,38,0.374222,0.005061836616088944,11.55032045093488,< 20%
CRI,39,0.3824222,0.005152927592060971,11.761012279547908,< 20%
CRI,40,0.3932357,0.0052981253837955655,12.061641995394993,< 20%
CRI,41,0.4027541,0.0053748706251008915,12.254076212513272,< 20%
CRI,42,0.4133524,0.005516107879082632,12.544723596904275,< 20%
CRI,43,0.4230652,0.0055934227503094125,12.755743875604352,< 20%
CRI,44,0.4328021,0.005738202755150357,13.059766714397103,< 20%
CRI,45,0.4423055,0.00587012439769205,13.350545569831176,< 20%
CRI,46,0.4521229,0.006008231352884946,13.649242842976694,< 20%
CRI,47,0.4627951,0.006130529546722913,13.959396124184506,< 20%
CRI,48,0.4725103,0.006268488548773377,14.211934870667987,< 20%
CRI,49,0.485041,0.006423188398811702,14.60758319473412,< 20%
CRI,50,0.4911501,0.00650751383048595,14.811462181827281,< 20%
CRI,51,0.5026045,0.006716765257542667,15.192283375892165,< 20%
CRI,52,0.5143928,0.006863056093143416,15.616968654610156,< 40%
CRI,53,0.5216971,0.00694217821565693,15.806423197979395,< 40%
CRI,54,0.5338729,0.007125576308258552,16.210236820009655,< 40%
CRI,55,0.5452671,0.007279772310072374,16.606002402225442,< 40%
CRI,56,0.5505034,0.007379556387074104,16.810332891927516,< 40%
CRI,57,0.5618025,0.0075997971919885,17.1910032977892,< 40%
CRI,58,0.5705978,0.007779241905781803,17.611640546855057,< 40%
CRI,59,0.5816091,0.00794323742514258,17.997881145521955,< 40%
CRI,60,0.5919033,0.008116589534886087,18.400417725831556,< 40%
CRI,61,0.6014991,0.008286987135858681,18.798062799991342,< 40%
CRI,62,0.6106367,0.008468420024976442,19.18229639238737,< 40%
CRI,63,0.6214455,0.008651858373028731,19.620496014950703,< 40%
CRI,64,0.6341982,0.00889402185185817,20.20683520634644,< 40%
CRI,65,0.6428456,0.009040362515932154,20.593463488312032,< 40%
CRI,66,0.6537935,0.009324790807769323,21.095344416544034,< 40%
CRI,67,0.6605254,0.00949943649071433,21.505115888085264,< 40%
CRI,68,0.6745522,0.00988457471623877,22.311696773964563,< 40%
CRI,69,0.6821828,0.00999796643697648,22.69614638167362,< 40%
CRI,70,0.6948122,0.01036844698873618,23.512817265482937,< 40%
CRI,71,0.7006548,0.01053319574102729,23.900756959914634,< 40%
CRI,72,0.7133736,0.010919205073084803,24.678661052899894,< 40%
CRI,73,0.7261161,0.01121072712660559,25.529294727938517,< 40%
CRI,74,0.7320789,0.011380337551259112,25.901234076776042,< 60%
CRI,75,0.7415547,0.011817372312218577,26.704998111241284,< 60%
CRI,76,0.750142,0.01220380785262215,27.493703831960968,< 60%
CRI,77,0.7635361,0.012730304043185092,28.704300395408794,< 60%
CRI,78,0.7724786,0.012984900313513237,29.512742725922678,< 60%
CRI,79,0.7807095,0.013398332336010399,30.302155160467475,< 60%
CRI,80,0.7969606,0.014066739094631242,31.77712860890902,< 60%
CRI,81,0.8037929,0.014303343677519731,32.47181293795647,< 60%
CRI,82,0.8107266,0.014774694867018767,33.320194331886455,< 60%
CRI,83,0.823571,0.015614891651719698,34.96254022066235,< 60%
CRI,84,0.8306421,0.015817440863216903,35.695409071290236,< 60%
CRI,85,0.8453686,0.01703734592017858,37.702887061560844,< 60%
CRI,86,0.854636,0.017451032650754428,39.27979244577701,< 60%
CRI,87,0.8641677,0.01820875861434168,40.92686317907624,< 60%
CRI,88,0.8731327,0.018945527717079136,42.49705925220298,< 80%
CRI,89,0.8800778,0.01976312072948927,44.024217589234965,< 80%
CRI,90,0.8928373,0.021389471159092288,47.39543424275757,< 80%
CRI,91,0.9035012,0.02260592664471761,50.535943507155125,< 80%
CRI,92,0.9149579,0.023830097242289128,53.67901510926972,< 80%
CRI,93,0.9201754,0.024586675922791623,55.260293388787865,< 80%
CRI,94,0.9313485,0.02740258639698634,59.14864742097358,< 80%
CRI,95,0.9450942,0.029708634433279202,65.53069762474615,< 80%
CRI,96,0.950044,0.03102655940163268,68.86287658268951,< 100%
CRI,97,0.9629016,0.03627931071341872,76.68735051315186,< 100%
CRI,98,0.9739571,0.041077710366078546,90.20694098981737,< 100%
CRI,99,0.9815995,0.04690556880254548,98.23639556199697,< 100%
CRI,100,0.992863,0.06558000304492706,127.79342309625291,< 100%
FIN,1,4.643511e-4,0.0010385903988554598,0.004581533240687903,< 20%
FIN,2,0.01035498,0.0018376236228040334,14.127370223769372,< 20%
FIN,3,0.02021622,0.003656532092641959,16.887489332421314,< 20%
FIN,4,0.03000912,0.003686402415357431,18.14248492736377,< 20%
FIN,5,0.04129645,0.004003015371772984,19.631661983718594,< 20%
FIN,6,0.0504904,0.0041705236684413324,20.832730999593032,< 20%
FIN,7,0.06087113,0.004357790473119592,21.794253226334384,< 20%
FIN,8,0.07058901,0.004516306630846567,22.620842065273575,< 20%
FIN,9,0.08192051,0.00471449278364202,23.602493149761468,< 20%
FIN,10,0.09097551,0.004915439585629969,24.621587720993187,< 20%
FIN,11,0.1008991,0.005080254318224578,25.474668635461732,< 20%
FIN,12,0.1112091,0.005228656229793835,26.30526740064029,< 20%
FIN,13,0.1201389,0.005318001103370135,26.8921089672406,< 20%
FIN,14,0.1307515,0.005504728991963949,27.66271543795983,< 20%
FIN,15,0.141999,0.005635965039767654,28.429434372248117,< 20%
FIN,16,0.150866,0.005683428094809817,28.836595426609843,< 20%
FIN,17,0.1611411,0.005793919168049971,29.3306619574966,< 20%
FIN,18,0.1723248,0.005886060214058186,29.844075820842498,< 20%
FIN,19,0.1821602,0.00601679262594515,30.420830680705315,< 20%
FIN,20,0.1909872,0.006108512543362185,30.985690371401795,< 20%
FIN,21,0.2001886,0.006226441906825725,31.495002166282127,< 20%
FIN,22,0.2108415,0.0063510885234473735,32.02713328150598,< 20%
FIN,23,0.2202833,0.006403600071663421,32.50572509935063,< 20%
FIN,24,0.2301051,0.006515808800747022,32.99109876720329,< 20%
FIN,25,0.2416694,0.006636203254763398,33.55466062446375,< 20%
FIN,26,0.2520106,0.006689647478947597,33.99947102605002,< 20%
FIN,27,0.2630254,0.0067631314464154935,34.39030639679067,< 20%
FIN,28,0.2727654,0.006838489556059091,34.78403610121255,< 20%
FIN,29,0.2817035,0.006951411396060425,35.2378655224159,< 20%
FIN,30,0.2908143,0.007029217564097301,35.63813488601743,< 20%
FIN,31,0.3037227,0.007153757079816581,36.23859937885438,< 20%
FIN,32,0.3125435,0.007210489641711337,36.62397484809596,< 20%
FIN,33,0.3212012,0.007294422258952354,37.02211277794688,< 20%
FIN,34,0.3348155,0.007417568420155035,37.636620707112165,< 20%
FIN,35,0.3405171,0.007439971009629093,37.85180995246964,< 20%
FIN,36,0.3533459,0.00758300123557501,38.4254930661286,< 40%
FIN,37,0.3626477,0.007640101141839856,38.826789616188904,< 40%
FIN,38,0.3718027,0.007722977451860458,39.23215554089008,< 40%
FIN,39,0.3828196,0.007775266213652043,39.59273526253494,< 40%
FIN,40,0.3925035,0.007885692426137209,40.040234369199084,< 40%
FIN,41,0.4015918,0.007962956752171152,40.448311625293925,< 40%
FIN,42,0.4114264,0.008040856942233027,40.846309062406796,< 40%
FIN,43,0.4234685,0.008154049497616278,41.444421505315916,< 40%
FIN,44,0.4333348,0.008227854902423337,41.82922353778336,< 40%
FIN,45,0.4432791,0.008306994888301555,42.239172654287614,< 40%
FIN,46,0.4536866,0.00838202255495557,42.63153130856015,< 40%
FIN,47,0.461237,0.008464811212264167,43.038969549792434,< 40%
FIN,48,0.4710835,0.008553637376046253,43.444289612265095,< 40%
FIN,49,0.4823979,0.008680877424141697,44.04637716170811,< 40%
FIN,50,0.4903499,0.008748223900141627,44.437384239888495,< 40%
FIN,51,0.5001103,0.008894981290364923,45.04814566613183,< 40%
FIN,52,0.5129264,0.00900196924884411,45.64514668411265,< 40%
FIN,53,0.521987,0.009049057026025431,46.0368669035633,< 40%
FIN,54,0.5324164,0.009130294307681586,46.42694707795254,< 40%
FIN,55,0.5413302,0.009211637140749407,46.83894592096467,< 40%
FIN,56,0.5505281,0.0093648730915587,47.37237203195551,< 40%
FIN,57,0.5650634,0.00949389791806865,48.12518323920615,< 40%
FIN,58,0.571776,0.009556085226127331,48.53391364746929,< 40%
FIN,59,0.5852597,0.009728165457465798,49.31896497173521,< 60%
FIN,60,0.5922595,0.009788376246802177,49.73376632189531,< 60%
FIN,61,0.6048609,0.009963320710671242,50.558231377660334,< 60%
FIN,62,0.610739,0.01002797579702519,50.90776164917359,< 60%
FIN,63,0.6246112,0.010211374116276095,51.73733604363161,< 60%
FIN,64,0.6309651,0.010268293938908102,52.152035954296096,< 60%
FIN,65,0.6420408,0.010450429361956282,52.92851315914378,< 60%
FIN,66,0.6549903,0.010594189919464092,53.75518581989235,< 60%
FIN,67,0.6662594,0.010712196715854438,54.52464785411214,< 60%
FIN,68,0.6743507,0.010870710579943543,55.320300766850465,< 60%
FIN,69,0.6846865,0.011041367311458272,56.152419292962406,< 60%
FIN,70,0.6906211,0.011131419898437134,56.55675782698011,< 60%
FIN,71,0.7010622,0.011338973016895793,57.35263196363915,< 60%
FIN,72,0.7104158,0.011486849124793252,58.148494483412506,< 60%
FIN,73,0.724957,0.011726999441890262,59.329717181176584,< 60%
FIN,74,0.7333697,0.011832188522323372,60.146505486733155,< 60%
FIN,75,0.7411828,0.012011975010328246,60.910881546441736,< 60%
FIN,76,0.7507569,0.012188780233961749,61.519004788961475,< 60%
FIN,77,0.7672254,0.012476592643457796,63.1220883989785,< 80%
FIN,78,0.7753891,0.012582953951626785,63.964618830922326,< 80%
FIN,79,0.7819728,0.012772944020176702,64.7104975165936,< 80%
FIN,80,0.791589,0.012970639219380242,65.57883870447759,< 80%
FIN,81,0.8054308,0.013266391949225076,67.10722028858058,< 80%
FIN,82,0.8119822,0.013403994859645385,67.94778444301998,< 80%
FIN,83,0.823157,0.013786949333692844,69.57959984250589,< 80%
FIN,84,0.8337587,0.014055587663455493,71.07485926571974,< 80%
FIN,85,0.8402105,0.014207299776956561,71.89266813137415,< 80%
FIN,86,0.854199,0.01457944722579363,73.57653733907361,< 80%
FIN,87,0.8646045,0.014826446977650565,75.15981016465389,< 80%
FIN,88,0.8743446,0.015117831930355763,76.71667744354494,< 80%
FIN,89,0.8837467,0.015449256704621606,78.35176662771103,< 80%
FIN,90,0.8941243,0.015918104594522142,80.23293869078779,< 80%
FIN,91,0.9022834,0.0162585832907991,81.93729899743744,< 100%
FIN,92,0.9143877,0.016963707158818675,85.18340019805956,< 100%
FIN,93,0.9222202,0.017200251127859723,86.76877242259678,< 100%
FIN,94,0.9313188,0.017936514718497665,89.94060918245482,< 100%
FIN,95,0.9464335,0.01908057136558461,95.52710856287447,< 100%
FIN,96,0.9518905,0.01971035460897297,98.82103742899253,< 100%
FIN,97,0.9647391,0.02183229485459981,106.50475772392069,< 100%
FIN,98,0.9711739,0.023008545269709635,112.9015495819618,< 100%
FIN,99,0.9826258,0.02741035762357691,128.2316680161921,< 100%
FIN,100,0.9909112,0.03607518053603942,160.68596025913786,< 100%
