Time,Country,Series,Scale,Data
YR2013,CRI,SI.POV.NAHC.NC,0,20.7
YR2014,CRI,SI.POV.NAHC.NC,0,22.4
YR2015,CRI,SI.POV.NAHC.NC,0,21.7
YR2016,CRI,SI.POV.NAHC.NC,0,20.5
YR2017,CRI,SI.POV.NAHC.NC,0,20
YR2018,CRI,SI.POV.NAHC.NC,0,21.1
YR2019,CRI,SI.POV.NAHC.NC,0,21
YR2004,CZE,SI.POV.NAHC,0,10.4
YR2005,CZE,SI.POV.NAHC,0,9.9
YR2006,CZE,SI.POV.NAHC,0,9.6
YR2007,CZE,SI.POV.NAHC,0,9
YR2008,CZE,SI.POV.NAHC,0,8.6
YR2009,CZE,SI.POV.NAHC,0,9
YR2010,CZE,SI.POV.NAHC,0,9.8
YR2011,CZE,SI.POV.NAHC,0,9.6
YR2012,CZE,SI.POV.NAHC,0,8.6
YR2013,CZE,SI.POV.NAHC,0,9.7
YR2004,CZE,SI.POV.NAHC.NC,0,10.4
YR2005,CZE,SI.POV.NAHC.NC,0,9.9
YR2006,CZE,SI.POV.NAHC.NC,0,9.6
YR2007,CZE,SI.POV.NAHC.NC,0,9
YR2008,CZE,SI.POV.NAHC.NC,0,8.6
YR2009,CZE,SI.POV.NAHC.NC,0,9
YR2010,CZE,SI.POV.NAHC.NC,0,9.8
YR2011,CZE,SI.POV.NAHC.NC,0,9.6
YR2012,CZE,SI.POV.NAHC.NC,0,8.6
YR2013,CZE,SI.POV.NAHC.NC,0,9.7
YR2013,DJI,SI.POV.NAHC,0,
YR2017,DJI,SI.POV.NAHC,0,21.1
YR2013,DJI,SI.POV.NAHC.NC,0,23
YR2017,DJI,SI.POV.NAHC.NC,0,21.1
YR2000,DOM,SI.POV.NAHC,0,
YR2001,DOM,SI.POV.NAHC,0,
YR2002,DOM,SI.POV.NAHC,0,
YR2003,DOM,SI.POV.NAHC,0,
YR2004,DOM,SI.POV.NAHC,0,
YR2005,DOM,SI.POV.NAHC,0,
YR2006,DOM,SI.POV.NAHC,0,
YR2007,DOM,SI.POV.NAHC,0,
YR2008,DOM,SI.POV.NAHC,0,
YR2009,DOM,SI.POV.NAHC,0,
YR2010,DOM,SI.POV.NAHC,0,
YR2011,DOM,SI.POV.NAHC,0,
YR2012,DOM,SI.POV.NAHC,0,
YR2013,DOM,SI.POV.NAHC,0,
YR2014,DOM,SI.POV.NAHC,0,
YR2015,DOM,SI.POV.NAHC,0,
YR2016,DOM,SI.POV.NAHC,0,
YR2017,DOM,SI.POV.NAHC,0,25.6
YR2018,DOM,SI.POV.NAHC,0,22.8
YR2000,DOM,SI.POV.NAHC.NC,0,31.8
YR2001,DOM,SI.POV.NAHC.NC,0,32.7
YR2002,DOM,SI.POV.NAHC.NC,0,32.4
YR2003,DOM,SI.POV.NAHC.NC,0,41.1
YR2004,DOM,SI.POV.NAHC.NC,0,49.4
YR2005,DOM,SI.POV.NAHC.NC,0,47.2
YR2006,DOM,SI.POV.NAHC.NC,0,43.3
YR2007,DOM,SI.POV.NAHC.NC,0,42.8
YR2008,DOM,SI.POV.NAHC.NC,0,43.2
YR2009,DOM,SI.POV.NAHC.NC,0,41.2
YR2010,DOM,SI.POV.NAHC.NC,0,40.5
YR2011,DOM,SI.POV.NAHC.NC,0,39.3
YR2012,DOM,SI.POV.NAHC.NC,0,39.7
YR2013,DOM,SI.POV.NAHC.NC,0,39.6
YR2014,DOM,SI.POV.NAHC.NC,0,34.8
YR2015,DOM,SI.POV.NAHC.NC,0,30.8
YR2016,DOM,SI.POV.NAHC.NC,0,28.9
YR2017,DOM,SI.POV.NAHC.NC,0,25.6
YR2018,DOM,SI.POV.NAHC.NC,0,22.8
YR1988,DZA,SI.POV.NAHC,0,
YR1995,DZA,SI.POV.NAHC,0,
YR2011,DZA,SI.POV.NAHC,0,5.5
YR1988,DZA,SI.POV.NAHC.NC,0,12.2
YR1995,DZA,SI.POV.NAHC.NC,0,22.6
YR2011,DZA,SI.POV.NAHC.NC,0,5.5
YR2000,ECU,SI.POV.NAHC,0,
YR2001,ECU,SI.POV.NAHC,0,
YR2003,ECU,SI.POV.NAHC,0,
YR2004,ECU,SI.POV.NAHC,0,
YR2005,ECU,SI.POV.NAHC,0,
YR2006,ECU,SI.POV.NAHC,0,
YR2007,ECU,SI.POV.NAHC,0,36.7
YR2008,ECU,SI.POV.NAHC,0,35.1
YR2009,ECU,SI.POV.NAHC,0,36
YR2010,ECU,SI.POV.NAHC,0,32.8
YR2011,ECU,SI.POV.NAHC,0,28.6
YR2012,ECU,SI.POV.NAHC,0,27.3
YR2013,ECU,SI.POV.NAHC,0,25.6
YR2014,ECU,SI.POV.NAHC,0,22.5
YR2015,ECU,SI.POV.NAHC,0,23.3
YR2016,ECU,SI.POV.NAHC,0,22.9
YR2017,ECU,SI.POV.NAHC,0,21.5
YR2018,ECU,SI.POV.NAHC,0,23.2
YR2019,ECU,SI.POV.NAHC,0,25
YR2000,ECU,SI.POV.NAHC.NC,0,64.4
YR2001,ECU,SI.POV.NAHC.NC,0,54.9
YR2003,ECU,SI.POV.NAHC.NC,0,49.9
YR2004,ECU,SI.POV.NAHC.NC,0,44.6
YR2005,ECU,SI.POV.NAHC.NC,0,42.2
YR2006,ECU,SI.POV.NAHC.NC,0,37.6
YR2007,ECU,SI.POV.NAHC.NC,0,36.7
YR2008,ECU,SI.POV.NAHC.NC,0,35.1
YR2009,ECU,SI.POV.NAHC.NC,0,36
YR2010,ECU,SI.POV.NAHC.NC,0,32.8
YR2011,ECU,SI.POV.NAHC.NC,0,28.6
YR2012,ECU,SI.POV.NAHC.NC,0,27.3
YR2013,ECU,SI.POV.NAHC.NC,0,25.6
YR2014,ECU,SI.POV.NAHC.NC,0,22.5
YR2015,ECU,SI.POV.NAHC.NC,0,23.3
YR2016,ECU,SI.POV.NAHC.NC,0,22.9
YR2017,ECU,SI.POV.NAHC.NC,0,21.5
YR2018,ECU,SI.POV.NAHC.NC,0,23.2
YR2019,ECU,SI.POV.NAHC.NC,0,25
YR1995,EGY,SI.POV.NAHC,0,
YR1999,EGY,SI.POV.NAHC,0,16.7
YR2004,EGY,SI.POV.NAHC,0,19.6
YR2008,EGY,SI.POV.NAHC,0,21.6
YR2010,EGY,SI.POV.NAHC,0,25.2
YR2012,EGY,SI.POV.NAHC,0,26.3
YR2015,EGY,SI.POV.NAHC,0,27.8
YR2017,EGY,SI.POV.NAHC,0,32.5
YR1995,EGY,SI.POV.NAHC.NC,0,19.4
YR1999,EGY,SI.POV.NAHC.NC,0,16.7
YR2004,EGY,SI.POV.NAHC.NC,0,19.6
YR2008,EGY,SI.POV.NAHC.NC,0,21.6
YR2010,EGY,SI.POV.NAHC.NC,0,25.2
YR2012,EGY,SI.POV.NAHC.NC,0,26.3
YR2015,EGY,SI.POV.NAHC.NC,0,27.8
YR2017,EGY,SI.POV.NAHC.NC,0,32.5
YR1993,ERI,SI.POV.NAHC,0,69
YR1993,ERI,SI.POV.NAHC.NC,0,69
YR2003,EST,SI.POV.NAHC,0,
YR2004,EST,SI.POV.NAHC,0,
YR2005,EST,SI.POV.NAHC,0,
YR2006,EST,SI.POV.NAHC,0,
YR2007,EST,SI.POV.NAHC,0,
YR2008,EST,SI.POV.NAHC,0,
YR2009,EST,SI.POV.NAHC,0,
YR2010,EST,SI.POV.NAHC,0,
YR2011,EST,SI.POV.NAHC,0,
YR2012,EST,SI.POV.NAHC,0,
YR2013,EST,SI.POV.NAHC,0,21.8
YR2003,EST,SI.POV.NAHC.NC,0,20.2
YR2004,EST,SI.POV.NAHC.NC,0,18.3
YR2005,EST,SI.POV.NAHC.NC,0,18.3
YR2006,EST,SI.POV.NAHC.NC,0,19.4
YR2007,EST,SI.POV.NAHC.NC,0,19.5
YR2008,EST,SI.POV.NAHC.NC,0,19.7
YR2009,EST,SI.POV.NAHC.NC,0,15.8
YR2010,EST,SI.POV.NAHC.NC,0,17.5
YR2011,EST,SI.POV.NAHC.NC,0,17.5
YR2012,EST,SI.POV.NAHC.NC,0,18.6
YR2013,EST,SI.POV.NAHC.NC,0,21.8
YR1995,ETH,SI.POV.NAHC,0,45.5
YR1999,ETH,SI.POV.NAHC,0,44.2
YR2004,ETH,SI.POV.NAHC,0,38.7
YR2010,ETH,SI.POV.NAHC,0,29.6
YR2015,ETH,SI.POV.NAHC,0,23.5
YR1995,ETH,SI.POV.NAHC.NC,0,45.5
YR1999,ETH,SI.POV.NAHC.NC,0,44.2
YR2004,ETH,SI.POV.NAHC.NC,0,38.7
YR2010,ETH,SI.POV.NAHC.NC,0,29.6
YR2015,ETH,SI.POV.NAHC.NC,0,23.5
YR2002,FJI,SI.POV.NAHC,0,39.8
YR2008,FJI,SI.POV.NAHC,0,35.2
YR2013,FJI,SI.POV.NAHC,0,34
YR2002,FJI,SI.POV.NAHC.NC,0,39.8
YR2008,FJI,SI.POV.NAHC.NC,0,35.2
YR2013,FJI,SI.POV.NAHC.NC,0,34
YR2005,FSM,SI.POV.NAHC,0,29.9
YR2013,FSM,SI.POV.NAHC,0,41.2
YR2005,FSM,SI.POV.NAHC.NC,0,29.9
YR2013,FSM,SI.POV.NAHC.NC,0,41.2
YR2005,GAB,SI.POV.NAHC,0,32.7
YR2017,GAB,SI.POV.NAHC,0,33.4
YR2005,GAB,SI.POV.NAHC.NC,0,32.7
YR2017,GAB,SI.POV.NAHC.NC,0,33.4
YR2004,GEO,SI.POV.NAHC,0,34.3
YR2005,GEO,SI.POV.NAHC,0,35.4
YR2006,GEO,SI.POV.NAHC,0,36.9
YR2007,GEO,SI.POV.NAHC,0,38.8
YR2008,GEO,SI.POV.NAHC,0,34.9
YR2009,GEO,SI.POV.NAHC,0,34.9
YR2010,GEO,SI.POV.NAHC,0,37.3
YR2011,GEO,SI.POV.NAHC,0,34.1
YR2012,GEO,SI.POV.NAHC,0,30
YR2013,GEO,SI.POV.NAHC,0,26.2
YR2014,GEO,SI.POV.NAHC,0,23.5
YR2015,GEO,SI.POV.NAHC,0,21.6
YR2016,GEO,SI.POV.NAHC,0,22
YR2017,GEO,SI.POV.NAHC,0,21.9
YR2018,GEO,SI.POV.NAHC,0,20.1
YR2004,GEO,SI.POV.NAHC.NC,0,34.3
YR2005,GEO,SI.POV.NAHC.NC,0,35.4
YR2006,GEO,SI.POV.NAHC.NC,0,36.9
YR2007,GEO,SI.POV.NAHC.NC,0,38.8
YR2008,GEO,SI.POV.NAHC.NC,0,34.9
YR2009,GEO,SI.POV.NAHC.NC,0,34.9
YR2010,GEO,SI.POV.NAHC.NC,0,37.3
YR2011,GEO,SI.POV.NAHC.NC,0,34.1
YR2012,GEO,SI.POV.NAHC.NC,0,30
YR2013,GEO,SI.POV.NAHC.NC,0,26.2
YR2014,GEO,SI.POV.NAHC.NC,0,23.5
YR2015,GEO,SI.POV.NAHC.NC,0,21.6
YR2016,GEO,SI.POV.NAHC.NC,0,22
YR2017,GEO,SI.POV.NAHC.NC,0,21.9
YR2018,GEO,SI.POV.NAHC.NC,0,20.1
YR1991,GHA,SI.POV.NAHC,0,
YR1998,GHA,SI.POV.NAHC,0,
YR2005,GHA,SI.POV.NAHC,0,31.9
YR2012,GHA,SI.POV.NAHC,0,24.2
YR2016,GHA,SI.POV.NAHC,0,23.4
YR1991,GHA,SI.POV.NAHC.NC,0,51.7
YR1998,GHA,SI.POV.NAHC.NC,0,39.5
YR2005,GHA,SI.POV.NAHC.NC,0,31.9
YR2012,GHA,SI.POV.NAHC.NC,0,24.2
YR2016,GHA,SI.POV.NAHC.NC,0,23.4
YR1994,GIN,SI.POV.NAHC,0,62.6
YR2002,GIN,SI.POV.NAHC,0,55.4
YR2007,GIN,SI.POV.NAHC,0,53
YR2012,GIN,SI.POV.NAHC,0,55.2
YR1994,GIN,SI.POV.NAHC.NC,0,62.6
YR2002,GIN,SI.POV.NAHC.NC,0,55.4
YR2007,GIN,SI.POV.NAHC.NC,0,53
YR2012,GIN,SI.POV.NAHC.NC,0,55.2
YR1992,GMB,SI.POV.NAHC,0,
YR1998,GMB,SI.POV.NAHC,0,
YR2003,GMB,SI.POV.NAHC,0,
YR2010,GMB,SI.POV.NAHC,0,48.1
YR2015,GMB,SI.POV.NAHC,0,48.6
YR1992,GMB,SI.POV.NAHC.NC,0,33
YR1998,GMB,SI.POV.NAHC.NC,0,69
YR2003,GMB,SI.POV.NAHC.NC,0,58
YR2010,GMB,SI.POV.NAHC.NC,0,48.1
YR2015,GMB,SI.POV.NAHC.NC,0,48.6
YR1991,GNB,SI.POV.NAHC,0,
YR1993,GNB,SI.POV.NAHC,0,
YR2002,GNB,SI.POV.NAHC,0,64.7
YR2010,GNB,SI.POV.NAHC,0,69.3
YR1991,GNB,SI.POV.NAHC.NC,0,49
YR1993,GNB,SI.POV.NAHC.NC,0,58.5
YR2002,GNB,SI.POV.NAHC.NC,0,64.7
YR2010,GNB,SI.POV.NAHC.NC,0,69.3
YR2006,GNQ,SI.POV.NAHC,0,76.8
YR2006,GNQ,SI.POV.NAHC.NC,0,76.8
YR2000,GTM,SI.POV.NAHC,0,56
YR2006,GTM,SI.POV.NAHC,0,51
YR2014,GTM,SI.POV.NAHC,0,59.3
YR2000,GTM,SI.POV.NAHC.NC,0,56
YR2006,GTM,SI.POV.NAHC.NC,0,51
YR2014,GTM,SI.POV.NAHC.NC,0,59.3
YR2001,HND,SI.POV.NAHC,0,
YR2002,HND,SI.POV.NAHC,0,
YR2003,HND,SI.POV.NAHC,0,
YR2004,HND,SI.POV.NAHC,0,
YR2005,HND,SI.POV.NAHC,0,
YR2006,HND,SI.POV.NAHC,0,
YR2007,HND,SI.POV.NAHC,0,
YR2008,HND,SI.POV.NAHC,0,
YR2009,HND,SI.POV.NAHC,0,
YR2010,HND,SI.POV.NAHC,0,
YR2011,HND,SI.POV.NAHC,0,
YR2012,HND,SI.POV.NAHC,0,
YR2013,HND,SI.POV.NAHC,0,
YR2014,HND,SI.POV.NAHC,0,50.2
YR2015,HND,SI.POV.NAHC,0,52.2
YR2016,HND,SI.POV.NAHC,0,49.7
YR2017,HND,SI.POV.NAHC,0,49.8
YR2018,HND,SI.POV.NAHC,0,48.3
YR2001,HND,SI.POV.NAHC.NC,0,63.7
YR2002,HND,SI.POV.NAHC.NC,0,64.8
YR2003,HND,SI.POV.NAHC.NC,0,65.1
YR2004,HND,SI.POV.NAHC.NC,0,64.7
YR2005,HND,SI.POV.NAHC.NC,0,63.7
YR2006,HND,SI.POV.NAHC.NC,0,59.9
YR2007,HND,SI.POV.NAHC.NC,0,58.2
YR2008,HND,SI.POV.NAHC.NC,0,59.2
YR2009,HND,SI.POV.NAHC.NC,0,58.8
YR2010,HND,SI.POV.NAHC.NC,0,60
YR2011,HND,SI.POV.NAHC.NC,0,61.9
YR2012,HND,SI.POV.NAHC.NC,0,66.5
YR2013,HND,SI.POV.NAHC.NC,0,64.5
YR2014,HND,SI.POV.NAHC.NC,0,50.2
YR2015,HND,SI.POV.NAHC.NC,0,52.2
YR2016,HND,SI.POV.NAHC.NC,0,49.7
YR2017,HND,SI.POV.NAHC.NC,0,49.8
YR2018,HND,SI.POV.NAHC.NC,0,48.3
YR2009,HRV,SI.POV.NAHC,0,20.6
YR2010,HRV,SI.POV.NAHC,0,20.9
YR2011,HRV,SI.POV.NAHC,0,20.4
YR2012,HRV,SI.POV.NAHC,0,19.5
YR2013,HRV,SI.POV.NAHC,0,19.4
YR2014,HRV,SI.POV.NAHC,0,20
YR2015,HRV,SI.POV.NAHC,0,19.5
YR2016,HRV,SI.POV.NAHC,0,20
YR2017,HRV,SI.POV.NAHC,0,19.4
YR2009,HRV,SI.POV.NAHC.NC,0,20.6
YR2010,HRV,SI.POV.NAHC.NC,0,20.9
YR2011,HRV,SI.POV.NAHC.NC,0,20.4
YR2012,HRV,SI.POV.NAHC.NC,0,19.5
YR2013,HRV,SI.POV.NAHC.NC,0,19.4
YR2014,HRV,SI.POV.NAHC.NC,0,20
YR2015,HRV,SI.POV.NAHC.NC,0,19.5
YR2016,HRV,SI.POV.NAHC.NC,0,20
YR2017,HRV,SI.POV.NAHC.NC,0,19.4
YR1987,HTI,SI.POV.NAHC,0,
YR2000,HTI,SI.POV.NAHC,0,
YR2001,HTI,SI.POV.NAHC,0,
YR2012,HTI,SI.POV.NAHC,0,58.5
YR1987,HTI,SI.POV.NAHC.NC,0,59.6
YR2000,HTI,SI.POV.NAHC.NC,0,48
YR2001,HTI,SI.POV.NAHC.NC,0,77
YR2012,HTI,SI.POV.NAHC.NC,0,58.5
YR2004,HUN,SI.POV.NAHC,0,13.5
YR2005,HUN,SI.POV.NAHC,0,15.9
YR2006,HUN,SI.POV.NAHC,0,12.3
YR2007,HUN,SI.POV.NAHC,0,12.4
YR2008,HUN,SI.POV.NAHC,0,12.4
YR2009,HUN,SI.POV.NAHC,0,12.3
YR2010,HUN,SI.POV.NAHC,0,14.1
YR2011,HUN,SI.POV.NAHC,0,14.3
YR2012,HUN,SI.POV.NAHC,0,15
YR2013,HUN,SI.POV.NAHC,0,15
YR2014,HUN,SI.POV.NAHC,0,14.9
YR2004,HUN,SI.POV.NAHC.NC,0,13.5
YR2005,HUN,SI.POV.NAHC.NC,0,15.9
YR2006,HUN,SI.POV.NAHC.NC,0,12.3
YR2007,HUN,SI.POV.NAHC.NC,0,12.4
YR2008,HUN,SI.POV.NAHC.NC,0,12.4
YR2009,HUN,SI.POV.NAHC.NC,0,12.3
YR2010,HUN,SI.POV.NAHC.NC,0,14.1
YR2011,HUN,SI.POV.NAHC.NC,0,14.3
YR2012,HUN,SI.POV.NAHC.NC,0,15
YR2013,HUN,SI.POV.NAHC.NC,0,15
YR2014,HUN,SI.POV.NAHC.NC,0,14.9
YR1996,IDN,SI.POV.NAHC,0,
YR1999,IDN,SI.POV.NAHC,0,
YR2000,IDN,SI.POV.NAHC,0,19.1
YR2001,IDN,SI.POV.NAHC,0,18.4
YR2002,IDN,SI.POV.NAHC,0,18.2
YR2003,IDN,SI.POV.NAHC,0,17.4
YR2004,IDN,SI.POV.NAHC,0,16.7
YR2005,IDN,SI.POV.NAHC,0,16
YR2006,IDN,SI.POV.NAHC,0,17.8
YR2007,IDN,SI.POV.NAHC,0,16.6
YR2008,IDN,SI.POV.NAHC,0,15.4
YR2009,IDN,SI.POV.NAHC,0,14.1
YR2010,IDN,SI.POV.NAHC,0,13.3
YR2011,IDN,SI.POV.NAHC,0,12.5
YR2012,IDN,SI.POV.NAHC,0,12
YR2013,IDN,SI.POV.NAHC,0,11.4
YR2014,IDN,SI.POV.NAHC,0,11.3
YR2015,IDN,SI.POV.NAHC,0,11.2
YR2016,IDN,SI.POV.NAHC,0,10.9
YR2017,IDN,SI.POV.NAHC,0,10.6
YR2018,IDN,SI.POV.NAHC,0,9.8
YR1996,IDN,SI.POV.NAHC.NC,0,17.5
YR1999,IDN,SI.POV.NAHC.NC,0,23.4
YR2000,IDN,SI.POV.NAHC.NC,0,19.1
YR2001,IDN,SI.POV.NAHC.NC,0,18.4
YR2002,IDN,SI.POV.NAHC.NC,0,18.2
YR2003,IDN,SI.POV.NAHC.NC,0,17.4
YR2004,IDN,SI.POV.NAHC.NC,0,16.7
YR2005,IDN,SI.POV.NAHC.NC,0,16
YR2006,IDN,SI.POV.NAHC.NC,0,17.8
YR2007,IDN,SI.POV.NAHC.NC,0,16.6
YR2008,IDN,SI.POV.NAHC.NC,0,15.4
YR2009,IDN,SI.POV.NAHC.NC,0,14.2
YR2010,IDN,SI.POV.NAHC.NC,0,13.3
YR2011,IDN,SI.POV.NAHC.NC,0,12.5
YR2012,IDN,SI.POV.NAHC.NC,0,12
YR2013,IDN,SI.POV.NAHC.NC,0,11.4
YR2014,IDN,SI.POV.NAHC.NC,0,11.3
YR2015,IDN,SI.POV.NAHC.NC,0,11.2
YR2016,IDN,SI.POV.NAHC.NC,0,10.9
YR2017,IDN,SI.POV.NAHC.NC,0,10.6
YR2018,IDN,SI.POV.NAHC.NC,0,9.8
YR1993,IND,SI.POV.NAHC,0,45.3
YR2004,IND,SI.POV.NAHC,0,37.2
YR2009,IND,SI.POV.NAHC,0,29.8
YR2011,IND,SI.POV.NAHC,0,21.9
YR1993,IND,SI.POV.NAHC.NC,0,45.3
YR2004,IND,SI.POV.NAHC.NC,0,37.2
YR2009,IND,SI.POV.NAHC.NC,0,29.8
YR2011,IND,SI.POV.NAHC.NC,0,21.9
YR2006,IRQ,SI.POV.NAHC,0,22.4
YR2012,IRQ,SI.POV.NAHC,0,18.9
YR2006,IRQ,SI.POV.NAHC.NC,0,22.4
YR2012,IRQ,SI.POV.NAHC.NC,0,18.9
YR1989,JAM,SI.POV.NAHC,0,30.5
YR1990,JAM,SI.POV.NAHC,0,28.4
YR1991,JAM,SI.POV.NAHC,0,44.6
YR1992,JAM,SI.POV.NAHC,0,33.9
YR1993,JAM,SI.POV.NAHC,0,24.4
YR1994,JAM,SI.POV.NAHC,0,22.8
YR1995,JAM,SI.POV.NAHC,0,27.5
YR1996,JAM,SI.POV.NAHC,0,26.1
YR1997,JAM,SI.POV.NAHC,0,19.9
YR1998,JAM,SI.POV.NAHC,0,15.9
YR1999,JAM,SI.POV.NAHC,0,16.9
YR2000,JAM,SI.POV.NAHC,0,18.7
YR2001,JAM,SI.POV.NAHC,0,16.9
YR2002,JAM,SI.POV.NAHC,0,19.7
YR2003,JAM,SI.POV.NAHC,0,19.1
YR2004,JAM,SI.POV.NAHC,0,16.9
YR2005,JAM,SI.POV.NAHC,0,14.8
YR2006,JAM,SI.POV.NAHC,0,14.3
YR2007,JAM,SI.POV.NAHC,0,9.9
YR2008,JAM,SI.POV.NAHC,0,12.3
YR2009,JAM,SI.POV.NAHC,0,16.5
YR2010,JAM,SI.POV.NAHC,0,17.6
YR2012,JAM,SI.POV.NAHC,0,19.9
YR1989,JAM,SI.POV.NAHC.NC,0,30.5
YR1990,JAM,SI.POV.NAHC.NC,0,28.4
YR1991,JAM,SI.POV.NAHC.NC,0,44.6
YR1992,JAM,SI.POV.NAHC.NC,0,33.9
YR1993,JAM,SI.POV.NAHC.NC,0,24.4
YR1994,JAM,SI.POV.NAHC.NC,0,22.8
YR1995,JAM,SI.POV.NAHC.NC,0,27.5
YR1996,JAM,SI.POV.NAHC.NC,0,26.1
YR1997,JAM,SI.POV.NAHC.NC,0,19.9
YR1998,JAM,SI.POV.NAHC.NC,0,15.9
YR1999,JAM,SI.POV.NAHC.NC,0,16.9
YR2000,JAM,SI.POV.NAHC.NC,0,18.7
YR2001,JAM,SI.POV.NAHC.NC,0,16.9
YR2002,JAM,SI.POV.NAHC.NC,0,19.7
